,student_id,age,gender,country,device_type,internet_speed_mbps,study_hours_weekly,login_frequency_weekly,avg_session_duration_min,video_watch_time_min,assignments_submitted,forum_posts,quiz_attempts,avg_quiz_score,attendance_rate,engagement_score,final_grade,dropout
47985,47986,39,Male,Canada,Tablet,28.64,15.32,3,17.580004356132168,281.1491797448916,5,7,5,72.6,0.48,8.001745898724458,44.25759942319608,1
47987,47988,31,Male,USA,Laptop,72.6,5.67,5,54.8822036066873,172.43467455669492,2,4,6,63.17,0.76,4.163173372783474,36.7652043386524,0
47992,47993,35,Female,Canada,Laptop,43.94,18.5,11,69.27694449884845,257.55816697606826,2,11,7,32.38,0.41,8.637790834880342,25.915094648797705,1
47994,47995,26,Male,Canada,Tablet,21.91,12.81,1,47.95683302568646,343.34376014208743,4,11,4,83.46,0.54,7.159718800710436,40.42236483877311,1
47995,47996,43,Female,Canada,Laptop,46.56,5.96,14,9.272366026949264,385.95572518566667,1,8,2,85.15,0.41,4.317778625928334,41.78171122777853,1
47996,47997,24,Female,USA,Mobile,38.1,12.82,13,14.622798461757984,497.3252132977345,9,1,7,67.08,0.46,9.532626066488673,34.12636707827245,1
47997,47998,38,Female,India,Tablet,27.06,9.25,12,36.20211850607347,296.17851673058385,2,14,2,106.11,0.92,5.05589258365292,46.65138815255811,0
47999,48000,49,Female,India,Tablet,44.76,11.35,14,52.42558571432264,119.90714729559548,2,1,6,71.66,0.54,5.6045357364779775,33.9850209037946,1
48001,48002,37,Female,India,Laptop,44.4,10.42,7,68.14409955475877,233.9723187718136,6,1,4,47.05,0.43,6.295861593859068,27.38955621061802,1
48005,48006,45,Female,India,Laptop,56.67,13.3,7,20.064598927645587,298.9331095363764,2,8,3,76.55,0.95,6.484665547681882,34.755912891200296,0
48006,48007,30,Male,USA,Laptop,22.11,9.44,7,45.8938950280246,424.2933529180848,7,1,5,64.78,0.43,7.353466764590424,36.28619933034939,1
48007,48008,46,Female,USA,Tablet,69.46,2.79,11,-3.363062626855239,528.0821770302817,0,2,7,85.1,0.94,4.877410885151409,39.96261362641373,0
48008,48009,25,Female,USA,Laptop,25.66,8.67,1,16.90584216724034,299.37057405747544,1,13,4,80.52,0.53,5.097852870287377,42.65934331774596,1
48014,48015,25,Male,Canada,Mobile,55.85,5.45,1,25.5471738979587,401.8950938031331,8,8,2,59.94,0.45,5.644475469015665,34.42257018940839,1
48016,48017,18,Male,India,Tablet,92.62,7.43,3,21.839207451653763,415.8316720561025,2,1,2,76.06,0.75,5.1081583602805125,36.43742045596736,0
48018,48019,18,Male,USA,Mobile,49.32,5.02,14,40.00737076230107,161.6245679449852,3,8,2,84.52,0.61,3.314122839724926,51.27517044014463,0
48020,48021,28,Male,Canada,Laptop,51.77,9.97,6,58.43262554260336,249.23603773595948,1,11,5,90.18,0.58,5.437180188679798,48.987874252516335,1
48024,48025,21,Female,USA,Mobile,34.9,16.85,9,31.905763502649677,350.2015215343517,9,10,1,52.64,0.5,8.80600760767176,29.715174657444084,1
48026,48027,40,Male,India,Mobile,50.59,11.56,11,30.495250524424257,178.9867396907992,8,3,5,47.5,0.43,6.9629336984539965,29.767779489687484,1
48027,48028,49,Male,USA,Mobile,57.97,4.71,9,64.86316401013877,446.11954829104457,4,11,7,72.08,0.49,5.843597741455223,35.789635397212834,1
48028,48029,46,Female,India,Mobile,81.5,8.66,6,51.08796711383528,327.95339357387707,5,1,4,63.25,0.71,6.037766967869385,34.707961393177584,0
48029,48030,20,Female,Canada,Laptop,17.35,15.35,3,31.03955967790656,567.7968684816979,3,4,7,60.13,0.79,9.44398434240849,38.45822829813041,0
48031,48032,21,Female,Canada,Laptop,36.75,8.28,4,64.53217249548737,256.16029427285355,5,8,2,86.86,0.88,5.164801471364267,42.39510053075984,0
48032,48033,42,Male,India,Tablet,45.56,10.19,8,46.63661296354136,466.3005284603512,2,7,4,74.13,0.49,6.588502642301756,47.724202922126494,1
48033,48034,35,Male,Canada,Laptop,65.05,10.66,4,33.059218722734585,244.8276093560069,5,0,1,94.05,0.67,5.622138046780035,40.91053082178976,0
48034,48035,29,Female,India,Laptop,57.69,11.71,12,36.98671388257132,661.3913071949353,4,10,2,39.6,0.66,8.019956535974677,15.362212210116969,0
48037,48038,20,Male,Canada,Mobile,39.83,12.78,4,28.32215175056991,298.2219239058148,5,8,1,74.3,0.43,6.525109619529074,35.698135695479735,1
48040,48041,23,Female,India,Laptop,46.57,9.04,3,19.604810057585222,262.4297472690614,3,11,6,76.7,0.82,5.824148736345307,43.20077702484679,0
48042,48043,47,Female,USA,Tablet,34.27,5.8,10,15.285349303433978,386.5367581506607,7,13,2,72.21,0.79,5.472683790753304,51.94309054877468,0
48043,48044,25,Male,Canada,Laptop,40.35,9.78,4,21.008964944279924,231.6516215873015,2,10,3,70.19,0.95,5.092258107936507,35.37701039520684,0
48045,48046,33,Male,India,Laptop,62.31,8.58,13,48.44882761808128,349.9930253952264,1,14,3,24.96,0.72,5.123965126976133,7.39613501432396,0
48046,48047,38,Female,India,Laptop,48.64,12.37,9,55.101167314806176,184.6273444227606,3,4,6,54.41,0.55,6.434136722113803,34.296864397158764,1
48047,48048,23,Male,Canada,Mobile,23.11,10.31,7,27.77565379444872,349.045437294091,4,9,5,65.56,0.71,6.638227186470455,37.26042283387776,0
48050,48051,45,Female,Canada,Mobile,40.04,17.05,9,69.18891950878535,509.443867203594,6,10,3,52.03,0.45,9.46221933601797,26.496328830282717,1
48052,48053,42,Male,India,Laptop,58.53,3.25,8,52.44875222626794,349.5329136458867,4,11,5,103.94,0.65,4.522664568229433,53.6160419910499,0
48054,48055,38,Female,Canada,Tablet,39.09,16.06,8,23.270726521369543,339.57586203803345,0,8,1,58.35,0.68,6.715879310190167,33.83240630175504,0
48055,48056,25,Female,India,Laptop,50.48,9.77,11,15.53374284796529,113.27609750496792,8,10,1,67.34,0.58,5.29738048752484,32.15860992627173,1
48058,48059,26,Female,Canada,Laptop,43.67,10.9,5,22.890628530331306,153.45580816912278,5,4,7,18.29,0.59,6.437279040845614,10.716023166402271,1
48060,48061,38,Male,USA,Laptop,51.78,6.37,4,26.84645489267654,246.64461730642023,9,5,5,88.96,0.77,5.944223086532101,46.828476119650055,0
48062,48063,18,Male,India,Laptop,44.1,6.12,5,41.42223404504664,132.31367766039435,6,5,4,52.73,0.87,4.497568388301972,28.336162015599623,0
48064,48065,38,Male,India,Mobile,41.71,5.71,8,26.40701244443116,193.00624949828605,1,0,3,71.47,0.79,3.47803124749143,39.01441086373266,0
48066,48067,21,Male,USA,Tablet,76.09,6.12,11,47.457989712241215,209.2465616627499,1,8,4,89.12,0.63,3.882232808313749,47.01486180931234,0
48069,48070,25,Male,Canada,Laptop,66.0,5.22,3,34.274214754425955,104.47891327082462,3,14,7,79.67,0.87,4.088394566354123,36.20771993894464,0
48070,48071,20,Male,USA,Laptop,64.95,13.46,14,40.38809954062754,144.7091129999851,8,7,3,66.62,0.61,6.961545564999925,37.17740734629634,0
48072,48073,43,Male,Canada,Mobile,61.03,9.32,9,20.9163422618972,406.8164037157591,3,5,1,28.83,0.67,5.630082018578794,15.05294850309846,0
48077,48078,23,Male,USA,Tablet,36.96,10.14,9,32.11536399253706,193.38210469762228,1,5,7,97.7,0.75,5.608910523488112,51.02509664090229,0
48079,48080,43,Female,USA,Laptop,60.52,4.12,13,59.2483259526252,336.33660743719,7,1,3,76.75,0.69,4.917683037185951,39.70610242861407,0
48081,48082,19,Female,India,Tablet,33.32,12.32,3,28.63571222822161,214.28182790081215,6,5,4,67.08,0.49,6.7674091395040605,33.39525278403459,1
48084,48085,39,Female,India,Laptop,57.27,15.67,12,43.83866230649826,261.015254393028,1,2,7,84.51,0.94,7.60607627196514,46.065834976801725,0
48085,48086,20,Male,Canada,Mobile,17.87,17.2,14,39.97033234392804,324.3888881693762,9,9,7,77.64,0.41,9.98194444084688,43.975339542515385,1
48086,48087,20,Male,USA,Laptop,57.12,12.33,6,62.773323296352,340.60911100531524,2,9,5,71.03,0.69,6.802045555026576,38.82584294479045,0
48087,48088,35,Male,India,Laptop,37.9,-2.22,1,26.85467866564577,471.18370027832674,6,13,2,59.35,0.97,3.2899185013916337,30.126639113888416,0
48089,48090,23,Male,Canada,Mobile,53.74,8.8,14,41.528169209403615,397.7638684174671,1,11,3,57.29,0.49,5.428819342087335,28.666334870442515,1
48090,48091,18,Male,USA,Mobile,39.67,15.36,5,16.50749223028781,396.6442532369312,4,7,6,67.67,0.86,8.591221266184656,35.136033208786834,0
48093,48094,28,Male,Canada,Tablet,56.28,12.62,9,36.28828904027944,408.9245394429475,2,14,6,53.6,0.62,7.430622697214738,22.85365897230802,0
48094,48095,27,Female,Canada,Tablet,81.18,10.94,8,19.18685338923696,332.62711853680617,8,3,7,79.74,0.89,7.94513559268403,38.95011809119088,0
48096,48097,31,Female,USA,Laptop,72.65,8.01,6,24.67134684897298,456.6801850777554,7,7,7,104.06,0.86,7.486400925388778,46.32359250949532,0
48099,48100,33,Male,Canada,Laptop,55.45,11.14,3,36.48723140691135,283.2913749914956,0,13,1,59.41,0.96,4.958456874957478,24.85545030432249,0
48100,48101,29,Female,India,Tablet,41.69,10.81,7,49.3885033479406,117.78230122119191,3,3,4,80.08,0.42,5.23191150610596,42.8460771984571,1
48103,48104,36,Female,USA,Mobile,10.25,11.09,12,51.25144988808273,416.5666329202688,8,13,3,71.62,0.6,7.609833164601342,46.89778460970391,0
48104,48105,46,Female,USA,Laptop,35.95,13.12,4,83.93889250961112,424.867020514649,3,11,7,48.1,0.97,8.060335102573244,27.51152744846839,0
48107,48108,37,Male,Canada,Laptop,49.84,15.01,7,55.668623589436464,119.64051489851848,1,7,2,73.55,0.67,5.701202574492593,38.60088293272463,0
48109,48110,19,Female,Canada,Mobile,22.66,13.18,11,52.51303961045804,407.6019467193289,2,4,7,82.47,0.75,7.792009733596645,43.17277056141456,0
48110,48111,44,Male,India,Tablet,30.84,8.87,1,37.397517902106095,52.985949804337054,6,0,6,49.16,0.69,5.325929749021685,21.37818422459397,0
48111,48112,34,Male,India,Mobile,40.79,12.25,12,25.978143588229628,163.29802568164052,9,11,1,75.11,0.55,6.491490128408202,44.91940995460912,1
48112,48113,38,Female,India,Tablet,47.83,2.71,13,35.61839917650133,363.7043022668871,7,2,7,65.63,0.8,5.431521511334436,26.53780777669109,0
48113,48114,28,Female,India,Tablet,31.43,11.71,4,41.5901143034667,154.98565696701192,2,9,2,61.21,0.48,5.08792828483506,21.25971910862545,1
48117,48118,48,Female,India,Laptop,51.04,9.46,9,37.48122225598387,417.4817758465693,5,8,5,72.37,0.83,6.925408879232846,41.06847427730374,0
48118,48119,28,Female,India,Laptop,46.28,3.48,6,44.33778917987015,267.2599938558268,1,2,6,27.93,0.56,3.780299969279135,16.1436486099537,1
48119,48120,25,Male,India,Mobile,49.01,9.91,9,60.99899530645997,436.5426785441591,4,0,2,55.47,0.97,6.355713392720795,23.76868525976884,0
48121,48122,34,Male,Canada,Tablet,43.32,3.71,1,14.80349498377332,-1.1345255560318606,3,10,7,34.2,0.77,3.107327372219841,23.5063127813592,0
48123,48124,23,Female,USA,Mobile,77.7,6.01,13,23.26779140170348,533.7660645741977,7,1,4,50.25,0.41,6.671830322870988,35.44970699299424,1
48128,48129,28,Female,Canada,Laptop,63.3,15.07,6,65.35304835252981,150.93242534187215,7,4,3,76.24,0.85,7.275662126709362,41.97625392051592,0
48130,48131,27,Female,Canada,Tablet,41.42,5.72,11,38.23669249100984,429.3949085359904,8,0,4,83.21,0.78,6.262974542679952,51.06023539228468,0
48131,48132,25,Male,India,Laptop,31.64,12.01,11,27.72623342549137,335.8390848638329,7,9,1,66.65,0.46,6.882195424319165,31.327225313956795,1
48135,48136,37,Female,USA,Laptop,13.51,15.32,1,67.08666216913227,460.48950700814703,0,10,2,74.45,0.89,7.298447535040736,33.24887235787342,0
48136,48137,34,Male,India,Mobile,26.24,14.93,10,16.1879226141724,466.4954902096408,4,9,4,79.7,0.97,8.411477451048205,36.93084191567404,0
48138,48139,33,Female,Canada,Laptop,45.7,15.6,8,55.20920722057025,455.79200370593526,1,12,2,77.59,0.72,7.558960018529676,41.53120567926852,0
48139,48140,22,Male,Canada,Tablet,55.33,6.01,13,39.64318485631855,362.0298168266427,2,9,7,78.95,0.88,5.413149084133214,38.11028530482316,0
48141,48142,49,Female,Canada,Tablet,59.14,10.08,1,27.93009583990386,242.2783756657304,1,2,3,71.71,0.99,5.035391878328651,35.39544232987977,0
48143,48144,43,Female,India,Laptop,28.08,2.71,13,22.237184608931088,57.9013490516046,5,8,5,89.89,0.99,3.102506745258023,45.75743680233923,0
48146,48147,37,Female,Canada,Tablet,45.48,12.65,10,44.86678145774942,158.8895123668983,7,5,7,90.82,0.64,7.389447561834492,39.23017162591795,0
48147,48148,26,Male,Canada,Tablet,28.68,11.21,3,45.834298272995326,325.4761476139081,8,10,4,50.62,0.81,7.390380738069541,27.331291094048883,0
48149,48150,20,Male,USA,Laptop,85.91,12.27,13,56.28414258995048,286.92025164780443,8,12,5,51.61,0.69,7.715601258239021,21.782938690629884,0
48150,48151,48,Female,India,Mobile,39.04,10.99,5,32.26238637745935,173.12173028710686,7,10,7,78.13,0.4,6.962608651435535,29.80104813633632,1
48152,48153,24,Female,India,Tablet,71.47,19.36,4,52.03144463835983,-17.934980345917722,1,4,7,68.8,0.66,7.318325098270412,34.00113903778798,0
48154,48155,42,Male,India,Mobile,58.32,13.91,13,39.29284917299815,332.202743145528,4,10,2,58.83,0.99,7.03401371572764,31.691802818724437,0
48155,48156,25,Female,USA,Tablet,6.44,6.11,14,21.417658591411197,148.11434261572438,6,5,3,58.82,0.51,4.373571713078622,28.76854138268914,1
48158,48159,39,Female,India,Laptop,69.16,8.9,13,25.66033191231917,269.84291667237983,1,4,7,60.23,0.7,5.6192145833619,29.0673226367678,0
48161,48162,26,Male,USA,Mobile,42.69,14.46,2,31.56809329682161,387.9407278194664,5,1,6,51.21,0.62,8.477703639097331,29.451698735020404,0
48162,48163,28,Male,USA,Laptop,61.14,10.84,3,54.07556206190424,284.8086668535125,8,2,3,78.87,0.5,6.876043334267562,46.09101349768255,1
48163,48164,36,Male,USA,Laptop,43.94,14.56,11,30.240615439009304,235.12032691939064,0,14,6,72.68,0.9,6.743601634596954,42.12596748244093,0
48164,48165,37,Male,Canada,Mobile,67.4,9.37,5,0.8498944512829638,73.60870337291189,8,0,3,73.93,0.77,5.379043516864559,47.883972735275016,0
48165,48166,40,Female,India,Laptop,41.22,11.68,12,40.41003130106207,26.18357017841072,6,10,2,65.09,0.55,5.234917850892054,38.04298740660267,1
48167,48168,30,Male,Canada,Mobile,44.87,12.82,11,32.92998232724932,418.5970582120688,6,4,4,56.75,0.75,7.938985291060344,32.426363318035705,0
48172,48173,30,Male,India,Tablet,44.43,11.82,14,30.38598620211194,210.79012671513465,0,12,5,66.95,0.83,5.5999506335756735,39.40690539527206,0
48173,48174,23,Male,India,Laptop,34.34,12.53,2,37.992183887099046,336.209830260347,0,5,6,49.21,0.91,6.640049151301735,29.67996542073777,0
48176,48177,27,Female,USA,Tablet,55.61,3.7,11,6.424515949614474,286.5565973625673,1,14,7,64.64,0.72,4.142782986812837,30.60227683100631,0
48177,48178,24,Male,Canada,Laptop,48.95,6.98,9,33.73409079031334,74.75510674030096,3,0,4,80.22,0.84,3.867775533701505,39.30883415924822,0
48178,48179,39,Female,India,Mobile,43.25,13.04,14,33.662109016428026,166.72907409108333,8,6,6,77.73,0.87,7.545645370455417,39.781863094064136,0
48179,48180,38,Female,USA,Laptop,46.68,4.59,5,44.28287902765973,339.2820366072087,9,10,6,66.69,0.51,6.073410183036043,40.80737131899102,1
48181,48182,31,Male,USA,Tablet,38.24,12.49,10,49.93595731481032,290.6267868424664,3,4,7,86.14,0.72,7.200133934212332,44.014376117851135,0
48182,48183,49,Female,Canada,Laptop,75.69,4.09,14,31.880428023711666,453.1843735998191,6,2,5,71.75,0.64,5.692921867999095,34.82542592150332,0
48185,48186,48,Male,USA,Tablet,47.1,8.76,11,35.089930811003576,29.991053776195145,8,4,7,63.0,0.41,5.777955268880976,28.51567801590365,1
48186,48187,46,Female,Canada,Laptop,47.63,1.92,3,66.63527481884009,347.0774398134996,7,4,3,61.92,0.69,4.311387199067498,37.27547183437193,0
48187,48188,30,Male,USA,Laptop,15.3,10.08,1,36.98654593782972,199.22335563285927,0,5,4,52.46,0.59,4.820116778164296,18.704147483908333,1
48188,48189,44,Male,Canada,Mobile,41.39,7.0,11,51.10528089484984,378.4387666560928,3,6,3,53.86,0.94,5.192193833280465,29.899266771362523,0
48189,48190,44,Female,USA,Tablet,65.44,10.77,10,25.461890605717205,288.80761470718534,3,6,4,84.54,0.78,6.075038073535926,45.008340172319386,0
48190,48191,18,Female,Canada,Mobile,41.31,14.24,5,27.47090153833955,275.2867274877392,4,12,1,65.08,0.41,6.648433637438696,42.22497036142484,1
48192,48193,42,Male,Canada,Tablet,47.95,8.51,12,21.59356599618254,465.7640066119083,8,1,1,106.83,0.6,6.681820033059542,48.26806399594178,0
48194,48195,35,Female,India,Tablet,31.43,8.78,5,41.99653857559694,296.365115563947,4,5,6,58.27,0.94,6.115825577819734,28.74450529638472,0
48195,48196,29,Female,USA,Mobile,54.68,17.98,4,55.150755250511295,422.92894273855217,1,6,4,65.47,0.45,8.50864471369276,39.76606787826478,1
48199,48200,24,Female,Canada,Laptop,65.82,10.54,5,16.81735354534042,188.3720427015812,1,2,3,93.95,0.54,4.903860213507906,53.39180279541413,1
48202,48203,41,Female,Canada,Laptop,32.57,8.76,3,49.13394695744849,173.3339150320823,8,4,4,63.34,0.9,5.894669575160411,25.498714366666945,0
48209,48210,18,Female,USA,Tablet,11.37,7.88,1,34.60821162385099,292.150114472191,4,6,4,75.13,0.67,5.424750572360955,47.10775232739963,0
48210,48211,23,Female,Canada,Tablet,48.26,10.27,8,39.92636337335132,240.696833811879,2,14,1,75.95,0.69,4.884484169059395,37.25148920136892,0
48211,48212,43,Female,Canada,Laptop,67.85,12.25,13,23.874107929198708,247.3871865938784,8,2,4,59.15,0.82,7.311935932969392,36.288081322372165,0
48218,48219,23,Male,USA,Mobile,59.84,11.26,10,-8.920670551960256,253.30525554186383,5,10,5,66.79,0.84,6.644526277709319,25.28081689606728,0
48225,48226,46,Female,USA,Mobile,64.9,11.31,7,21.80259835960375,350.38357293900344,9,10,1,48.46,0.48,7.144917864695017,24.42467576388254,1
48226,48227,37,Male,India,Laptop,39.88,12.43,8,28.68092471998369,379.95201204888656,7,0,5,81.33,0.72,8.028760060244434,37.22872891742398,0
48227,48228,36,Male,India,Laptop,63.56,14.05,13,34.490378482217935,394.26165726559424,7,14,6,63.51,0.52,8.786308286327973,40.94168106629343,1
48232,48233,25,Female,Canada,Mobile,33.62,9.02,8,41.286961208256905,175.95112281530436,8,10,6,89.54,0.59,6.385755614076522,44.17546567833176,1
48235,48236,22,Female,India,Laptop,84.61,17.3,6,56.60387266317005,392.7978292891005,8,9,4,65.27,0.49,9.553989146445504,36.88360014322214,1
48238,48239,35,Female,Canada,Laptop,82.07,23.88,11,53.83261842207908,327.41706092108416,6,13,7,71.34,0.41,11.401085304605422,38.02288567899885,0
48240,48241,46,Female,Canada,Tablet,59.8,11.83,2,58.09895721949471,226.04407866018056,3,5,6,107.84,0.41,6.479220393300904,49.35256879820969,1
48241,48242,36,Male,USA,Laptop,57.92,9.52,10,29.683053190100864,261.3727455762452,1,6,2,60.64,0.52,4.762863727881226,38.59731749158704,1
48244,48245,43,Female,Canada,Mobile,39.51,14.29,10,44.05450850194475,390.0072709152872,2,3,2,60.8,0.54,7.037036354576436,36.0632245960358,1
48246,48247,41,Female,USA,Laptop,50.54,19.45,2,25.13319382390136,63.67070346434676,0,2,4,84.51,0.86,6.953353517321734,46.19195494261534,0
48248,48249,44,Female,Canada,Laptop,33.92,11.27,7,43.79178064528175,430.03305139947,8,8,3,65.23,0.94,7.731165256997349,39.60389862479617,0
48250,48251,44,Male,India,Laptop,32.29,10.5,14,13.24579005395212,371.6032439278857,4,2,6,62.74,0.62,7.008016219639428,28.86783598287655,0
48251,48252,22,Male,USA,Tablet,53.98,10.07,13,22.92862824729604,357.4715579319757,1,13,6,96.55,0.71,6.208357789659879,44.90442271219576,0
48253,48254,43,Male,USA,Tablet,43.85,8.99,6,27.186289010966792,300.57853020177515,0,11,2,98.73,0.69,4.599892651008876,40.078389376957,0
48254,48255,30,Male,India,Tablet,62.52,14.37,9,24.01374680992555,222.9166349383269,6,8,3,73.93,0.63,7.225583174691636,37.02821921399941,0
48255,48256,23,Female,USA,Laptop,46.06,14.07,1,50.32901153405373,315.8806677163794,0,8,5,72.95,0.83,6.800403338581897,41.74970634766719,0
48256,48257,48,Male,Canada,Tablet,48.29,6.19,14,7.044343915352236,353.2718751432752,9,12,5,66.4,0.51,6.423359375716376,37.77022372325966,1
48257,48258,22,Male,Canada,Mobile,45.49,12.2,12,37.42995825903618,478.68267902245816,6,5,7,88.52,0.45,8.65341339511229,47.65463811344785,1
48258,48259,35,Female,USA,Tablet,61.82,7.63,9,7.741598785430689,248.30254127829645,6,10,3,64.21,0.6,5.330512706391483,31.44704402734806,0
48260,48261,27,Male,USA,Tablet,48.53,8.75,4,16.298600633220566,235.28490329151367,9,5,7,92.95,0.49,7.001424516457568,52.73379765406469,1
48261,48262,33,Female,Canada,Tablet,26.99,10.7,8,74.56348660732326,426.5488655396404,9,1,2,67.29,0.6,7.542744327698202,36.58288109034204,0
48263,48264,31,Female,USA,Tablet,64.03,9.14,3,57.67566953545396,288.99557017960745,5,10,6,71.48,0.72,6.386977850898037,41.6349045561041,0
48264,48265,40,Female,India,Tablet,70.23,9.98,4,45.81353952864138,327.978545650669,2,13,7,79.71,0.52,6.433892728253346,48.65057775985942,1
48265,48266,32,Male,India,Mobile,57.65,11.8,3,35.577121934109186,261.727258998964,2,0,3,76.84,0.69,5.8486362949948205,44.30168431051816,0
48270,48271,32,Female,USA,Tablet,7.35,8.87,8,58.98231097757932,262.88525329320413,3,11,3,69.72,0.53,5.175426266466021,29.112476407524586,1
